survived,age,fare,pclass,sibsp,parch,family_size,is_alone,sex_male,sex_female,embarked_C,embarked_Q,embarked_S,title_Master,title_Miss,title_Mr,title_Mrs,title_Other
0,40.0,27.7208,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,23.5,7.2292,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,2.0,151.55,1,1,2,4,0,0,1,False,False,True,False,True,False,False,False
1,40.0,30.5,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,50.0,247.5208,1,0,1,2,0,0,1,True,False,False,False,False,False,True,False
1,21.5,7.75,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
1,25.0,23.25,3,2,0,3,0,1,0,False,True,False,False,False,True,False,False
0,19.0,0.0,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,28.0,12.35,2,0,0,1,1,0,1,False,True,False,False,True,False,False,False
0,25.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,0.92,151.55,1,1,2,4,0,1,0,False,False,True,True,False,False,False,False
1,35.0,110.8833,1,0,0,1,1,0,1,True,False,False,False,True,False,False,False
1,17.0,108.9,1,1,0,2,0,0,1,True,False,False,False,False,False,True,False
0,30.0,24.0,2,1,0,2,0,1,0,True,False,False,False,False,True,False,False
1,30.0,56.9292,1,0,0,1,1,0,1,True,False,False,False,True,False,False,False
1,24.0,83.1583,1,0,0,1,1,0,1,True,False,False,False,True,False,False,False
1,18.0,262.375,1,2,2,5,0,0,1,True,False,False,False,True,False,False,False
0,26.0,26.0,2,1,1,3,0,0,1,False,False,True,False,False,False,True,False
0,28.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,43.0,26.25,2,1,1,3,0,1,0,False,False,True,False,False,True,False,False
1,26.0,7.8542,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
1,24.0,26.0,2,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,54.0,14.0,2,0,0,1,1,1,0,False,False,True,False,False,False,False,True
1,31.0,164.8667,1,0,2,3,0,0,1,False,False,True,False,True,False,False,False
1,40.0,134.5,1,1,1,3,0,0,1,True,False,False,False,False,False,True,False
0,22.0,7.25,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,27.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,30.0,12.35,2,0,0,1,1,0,1,False,True,False,False,True,False,False,False
1,22.0,29.0,2,1,1,3,0,0,1,False,False,True,False,False,False,True,False
0,25.0,69.55,3,8,2,11,0,1,0,False,False,True,False,False,True,False,False
1,36.0,135.6333,1,0,0,1,1,0,1,True,False,False,False,True,False,False,False
0,61.0,6.2375,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,36.0,13.0,2,0,0,1,1,0,1,False,False,True,False,False,False,True,False
1,31.0,20.525,3,1,1,3,0,0,1,False,False,True,False,False,False,True,False
1,16.0,57.9792,1,0,1,2,0,0,1,True,False,False,False,True,False,False,False
1,21.5,23.25,3,2,0,3,0,0,1,False,True,False,False,True,False,False,False
0,45.5,28.5,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,38.0,153.4625,1,0,1,2,0,1,0,False,False,True,False,False,True,False,False
0,16.0,18.0,3,2,0,3,0,1,0,False,False,True,False,False,True,False,False
1,35.0,133.65,1,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,25.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,29.0,66.6,1,1,0,2,0,1,0,False,False,True,False,False,True,False,False
1,41.0,134.5,1,0,0,1,1,0,1,True,False,False,False,True,False,False,False
1,45.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,45.0,35.5,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,2.0,26.0,2,1,1,3,0,1,0,False,False,True,True,False,False,False,False
1,24.0,263.0,1,3,2,6,0,0,1,False,False,True,False,True,False,False,False
0,28.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,36.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,24.0,13.0,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
1,40.0,13.0,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
1,21.5,16.1,3,1,0,2,0,0,1,False,False,True,False,False,False,True,False
1,3.0,15.9,3,1,1,3,0,1,0,False,False,True,True,False,False,False,False
0,42.0,8.6625,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,23.0,9.225,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,40.0,35.0,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,15.0,7.2292,3,1,1,3,0,1,0,True,False,False,False,False,True,False,False
0,25.0,17.8,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,25.0,7.225,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,28.0,9.5,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,22.0,55.0,1,0,1,2,0,0,1,False,False,True,False,True,False,False,False
0,38.0,13.0,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
1,21.5,7.8792,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
1,21.5,7.8792,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
0,40.0,27.9,3,1,4,6,0,1,0,False,False,True,False,False,True,False,False
0,29.0,27.7208,2,1,0,2,0,1,0,True,False,False,False,False,True,False,False
0,45.0,14.4542,3,0,1,2,0,0,1,True,False,False,False,False,False,True,False
0,35.0,7.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,15.5,3,1,0,2,0,1,0,False,True,False,False,False,True,False,False
0,30.0,7.25,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,60.0,75.25,1,1,0,2,0,0,1,True,False,False,False,False,False,True,False
1,21.5,7.2292,3,0,0,1,1,0,1,True,False,False,False,False,False,True,False
1,21.5,7.75,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
1,24.0,69.3,1,0,0,1,1,0,1,True,False,False,False,False,False,False,True
1,25.0,55.4417,1,1,0,2,0,1,0,True,False,False,False,False,True,False,False
0,18.0,6.4958,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,19.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,22.0,135.6333,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,3.0,21.075,3,3,1,5,0,0,1,False,False,True,False,True,False,False,False
1,35.0,82.1708,1,1,0,2,0,0,1,True,False,False,False,False,False,True,False
1,22.0,7.25,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,27.0,211.5,1,0,2,3,0,1,0,True,False,False,False,False,True,False,False
0,20.0,4.0125,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,19.0,7.775,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,42.0,227.525,1,0,0,1,1,0,1,True,False,False,False,True,False,False,False
1,1.0,15.7417,3,0,2,3,0,0,1,True,False,False,False,True,False,False,False
0,32.0,7.925,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,35.0,52.0,1,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,25.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,18.0,73.5,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,1.0,46.9,3,5,2,8,0,1,0,False,False,True,True,False,False,False,False
1,36.0,13.0,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,25.0,7.7292,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,17.0,12.0,2,0,0,1,1,0,1,True,False,False,False,True,False,False,False
1,36.0,120.0,1,1,2,4,0,1,0,False,False,True,False,False,True,False,False
1,21.0,7.7958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,28.0,7.925,3,2,0,3,0,1,0,False,False,True,False,False,True,False,False
1,23.0,113.275,1,1,0,2,0,0,1,True,False,False,False,True,False,False,False
1,24.0,16.7,3,0,2,3,0,0,1,False,False,True,False,False,False,True,False
0,22.0,7.7958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,31.0,7.8542,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,46.0,26.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,23.0,10.5,2,0,0,1,1,1,0,False,False,True,False,False,False,False,True
1,28.0,12.65,2,0,0,1,1,0,1,False,False,True,False,False,False,True,False
1,39.0,7.925,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,26.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,21.0,9.825,3,1,0,2,0,0,1,False,False,True,False,True,False,False,False
0,28.0,15.85,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,20.0,8.6625,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,34.0,21.0,2,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,51.0,7.75,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,3.0,18.75,2,1,1,3,0,1,0,False,False,True,True,False,False,False,False
0,21.0,7.775,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,21.5,25.4667,3,3,1,5,0,0,1,False,False,True,False,True,False,False,False
0,25.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,6.8583,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,33.0,90.0,1,1,0,2,0,0,1,False,True,False,False,True,False,False,False
0,30.0,0.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,44.0,7.925,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,21.5,8.05,3,0,0,1,1,0,1,False,False,True,False,False,False,True,False
1,34.0,32.5,2,1,1,3,0,0,1,False,False,True,False,False,False,True,False
1,18.0,13.0,2,0,2,3,0,0,1,False,False,True,False,True,False,False,False
0,30.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,10.0,24.15,3,0,2,3,0,0,1,False,False,True,False,True,False,False,False
0,25.0,7.8958,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,21.0,7.7333,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
0,29.0,7.875,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,28.0,14.4,3,1,1,3,0,0,1,False,False,True,False,False,False,True,False
0,18.0,20.2125,3,1,1,3,0,1,0,False,False,True,False,False,True,False,False
0,25.0,7.25,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,28.0,26.0,2,1,0,2,0,0,1,False,False,True,False,False,False,True,False
1,19.0,26.0,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,25.0,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,32.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,28.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,21.5,16.1,3,1,0,2,0,0,1,False,False,True,False,False,False,True,False
1,42.0,26.0,2,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,17.0,7.125,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,50.0,55.9,1,1,0,2,0,1,0,False,False,True,False,False,True,False,False
1,14.0,120.0,1,1,2,4,0,0,1,False,False,True,False,True,False,False,False
0,21.0,34.375,3,2,2,5,0,0,1,False,False,True,False,True,False,False,False
1,24.0,18.75,2,2,3,6,0,0,1,False,False,True,False,False,False,True,False
0,64.0,263.0,1,1,4,6,0,1,0,False,False,True,False,False,True,False,False
0,31.0,10.5,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,45.0,26.25,2,1,1,3,0,0,1,False,False,True,False,False,False,True,False
0,20.0,9.5,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.775,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
1,28.0,13.0,2,0,0,1,1,0,1,False,False,True,False,False,False,False,True
1,25.0,8.1125,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,4.0,81.8583,1,0,2,3,0,1,0,False,False,True,True,False,False,False,False
1,13.0,19.5,2,0,1,2,0,0,1,False,False,True,False,True,False,False,False
1,34.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,5.0,19.2583,3,2,1,4,0,0,1,True,False,False,False,True,False,False,False
1,52.0,30.5,1,0,0,1,1,1,0,False,False,True,False,False,False,False,True
0,36.0,27.75,2,1,2,4,0,1,0,False,False,True,False,False,True,False,False
0,25.0,19.9667,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,30.0,27.75,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
1,49.0,89.1042,1,1,0,2,0,1,0,True,False,False,False,False,True,False,False
0,25.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,29.0,7.8958,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,65.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,35.0,51.8625,1,1,0,2,0,0,1,False,False,True,False,False,False,True,False
1,50.0,10.5,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,25.0,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,48.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,34.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,47.0,38.5,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,48.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,38.0,7.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,30.0,0.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,56.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.725,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,0.75,19.2583,3,2,1,4,0,0,1,True,False,False,False,True,False,False,False
0,25.0,7.25,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,38.0,8.6625,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,33.0,27.75,2,1,2,4,0,0,1,False,False,True,False,False,False,True,False
1,23.0,13.7917,2,0,0,1,1,0,1,True,False,False,False,False,False,True,False
0,22.0,9.8375,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,40.0,52.0,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,34.0,21.0,2,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,29.0,7.0458,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,22.0,7.5208,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,2.0,12.2875,3,0,1,2,0,0,1,False,False,True,False,True,False,False,False
0,9.0,46.9,3,5,2,8,0,1,0,False,False,True,True,False,False,False,False
0,30.0,0.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,50.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,63.0,9.5875,3,0,0,1,1,0,1,False,False,True,False,False,False,True,False
1,25.0,91.0792,1,1,0,2,0,1,0,True,False,False,False,False,True,False,False
0,21.5,25.4667,3,3,1,5,0,0,1,False,False,True,False,True,False,False,False
1,35.0,90.0,1,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,58.0,29.7,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,30.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,9.0,15.9,3,1,1,3,0,1,0,False,False,True,True,False,False,False,False
0,25.0,19.9667,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,21.0,7.25,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,55.0,30.5,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,71.0,49.5042,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,21.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,14.4583,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
1,54.0,78.2667,1,1,0,2,0,0,1,True,False,False,False,True,False,False,False
0,25.0,15.1,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,151.55,1,1,2,4,0,0,1,False,False,True,False,False,False,True,False
0,24.0,7.7958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,17.0,8.6625,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,21.0,7.75,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
0,21.5,7.6292,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
0,37.0,9.5875,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
1,16.0,86.5,1,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,18.0,108.9,1,1,0,2,0,1,0,True,False,False,False,False,True,False,False
1,33.0,26.0,2,0,2,3,0,0,1,False,False,True,False,False,False,True,False
1,40.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,28.0,22.525,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,26.0,56.4958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,29.0,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
0,25.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,36.0,26.2875,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,54.0,59.4,1,1,0,2,0,0,1,True,False,False,False,False,False,True,False
0,24.0,7.4958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,47.0,34.0208,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,34.0,10.5,2,0,0,1,1,0,1,False,False,True,False,False,False,True,False
0,25.0,24.15,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,36.0,26.0,2,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,32.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,30.0,93.5,1,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,22.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.225,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
1,44.0,57.9792,1,0,1,2,0,0,1,True,False,False,False,False,False,True,False
0,25.0,7.2292,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,40.5,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,50.0,10.5,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,40.0,221.7792,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,39.0,7.925,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,23.0,11.5,2,2,1,4,0,1,0,False,False,True,False,False,True,False,False
1,2.0,26.0,2,1,1,3,0,0,1,False,False,True,False,True,False,False,False
0,25.0,7.2292,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,17.0,7.2292,3,1,1,3,0,1,0,True,False,False,False,False,True,False,False
1,21.5,22.3583,3,0,2,3,0,0,1,True,False,False,False,False,False,True,False
0,30.0,8.6625,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
1,7.0,26.25,2,0,2,3,0,0,1,False,False,True,False,True,False,False,False
0,45.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,False,False,True
1,30.0,106.425,1,0,0,1,1,0,1,True,False,False,False,True,False,False,False
0,25.0,14.5,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,22.0,49.5,1,0,2,3,0,0,1,True,False,False,False,True,False,False,False
1,36.0,71.0,1,0,2,3,0,0,1,False,False,True,False,True,False,False,False
0,9.0,31.275,3,4,2,7,0,0,1,False,False,True,False,True,False,False,False
0,11.0,31.275,3,4,2,7,0,0,1,False,False,True,False,True,False,False,False
1,32.0,26.0,2,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,50.0,106.425,1,1,0,2,0,1,0,True,False,False,False,False,True,False,False
0,64.0,26.0,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,19.0,26.0,2,1,0,2,0,0,1,False,False,True,False,False,False,True,False
1,30.0,13.8625,2,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,33.0,20.525,3,1,1,3,0,1,0,False,False,True,False,False,True,False,False
1,8.0,36.75,2,1,1,3,0,1,0,False,False,True,True,False,False,False,False
1,17.0,110.8833,1,0,2,3,0,1,0,True,False,False,False,False,True,False,False
0,27.0,26.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.8292,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,22.0,7.225,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
1,22.0,7.775,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,62.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,48.0,39.6,1,1,0,2,0,0,1,True,False,False,False,False,False,False,True
0,40.0,227.525,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
1,39.0,79.65,1,1,1,3,0,0,1,False,False,True,False,False,False,True,False
1,36.0,17.4,3,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,25.0,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
0,40.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,28.0,13.5,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,21.5,8.05,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,24.0,24.15,3,2,0,3,0,1,0,False,False,True,False,False,True,False,False
0,19.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,29.0,21.075,3,0,4,5,0,0,1,False,False,True,False,False,False,True,False
0,25.0,7.2292,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
1,32.0,7.8542,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,62.0,10.5,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,53.0,51.4792,1,2,0,3,0,0,1,False,False,True,False,False,False,True,False
1,36.0,26.3875,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,21.5,7.75,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
0,16.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,19.0,14.5,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,34.0,13.0,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
1,39.0,55.9,1,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,21.5,14.4583,3,1,0,2,0,0,1,True,False,False,False,False,False,True,False
1,32.0,7.925,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,25.0,30.0,2,1,1,3,0,0,1,False,False,True,False,True,False,False,False
1,39.0,110.8833,1,1,1,3,0,0,1,True,False,False,False,False,False,True,False
0,54.0,26.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,36.0,40.125,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,25.0,8.7125,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
1,18.0,79.65,1,0,2,3,0,0,1,False,False,True,False,True,False,False,False
0,47.0,15.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,60.0,79.2,1,1,1,3,0,1,0,True,False,False,False,False,True,False,False
0,22.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,35.0,7.125,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,52.0,78.2667,1,1,0,2,0,0,1,True,False,False,False,False,False,True,False
0,47.0,7.25,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
